word,tbcl_level,cefr,category,zhuyin,pinyin,written_freq_per_million,spoken_freq_per_million
小提琴,4*,B1,休閒、娛樂,ㄒㄧㄠˇ ㄊㄧˊ ㄑㄧㄣˊ,xiǎo tí qín,12,9
效果,4*,B1,身體、醫療,ㄒㄧㄠˋ ㄍㄨㄛˇ,xiào guǒ,155,124
笑話,4*,B1,核心詞,ㄒㄧㄠˋ ㄏㄨㄚˋ,xiào huà,25,12
效率,4*,B1,核心詞,ㄒㄧㄠˋ ㄌㄩˋ,xiào lǜ,57,38
笑容,4*,B1,核心詞,ㄒㄧㄠˋ ㄖㄨㄥˊ,xiào róng,45,36
協助,4*,B1,核心詞,ㄒㄧㄝˊ ㄓㄨˋ,xié zhù,124,115
血型,4*,B1,身體、醫療,ㄒㄧㄝˇ ㄒㄧㄥˊ,xiě xíng,2,1
寫作,4*,B1,教育、學習,ㄒㄧㄝˇ ㄗㄨㄛˋ,xiě zuò,66,12
欣賞,4*,B1,休閒、娛樂,ㄒㄧㄣ ㄕㄤˇ,xīn shǎng,73,41
信件,4*,B1,公共服務,ㄒㄧㄣˋ ㄐㄧㄢˋ,xìn jiàn,18,4
信任,4*,B1,核心詞,ㄒㄧㄣˋ ㄖㄣˋ,xìn rèn,80,43
形容,4*,B1,核心詞,ㄒㄧㄥˊ ㄖㄨㄥˊ,xíng róng,49,48
形容詞,4*,B1,教育、學習,ㄒㄧㄥˊ ㄖㄨㄥˊ ㄘˊ,xíng róng cí,6,3
形狀,4*,B1,購物、商店,ㄒㄧㄥˊ ㄓㄨㄤˋ,xíng zhuàng,42,42
性別,4*,B1,社會,ㄒㄧㄥˋ ㄅㄧㄝˊ,xìng bié,39,7
幸福,4*,B1,核心詞,ㄒㄧㄥˋ ㄈㄨˊ,xìng fú,115,203
性格,4*,B1,個人資料,ㄒㄧㄥˋ ㄍㄜˊ,xìng gé,78,16
幸好,4*,B1,核心詞,ㄒㄧㄥˋ ㄏㄠˇ,xìng hǎo,25,28
幸虧,4*,B1,核心詞,ㄒㄧㄥˋ ㄎㄨㄟ,xìng kuī,10,3
兄,4*,B1,核心詞,ㄒㄩㄥ,xiōng,26,15
熊,4*,B1,自然環境,ㄒㄩㄥˊ,xióng,48,37
宣布/宣佈,4*,B1,教育、學習,ㄒㄩㄢ ㄅㄨˋ,xuān bù,62,73
學會,4*,B1,核心詞,ㄒㄩㄝˊ ㄏㄨㄟˋ,xué huì,111,74
學位,4*,B1,教育、學習,ㄒㄩㄝˊ ㄨㄟˋ,xué wèi,26,7
學問,4*,B1,教育、學習,ㄒㄩㄝˊ ㄨㄣˋ,xué wèn,43,25
學院,4*,B1,教育、學習,ㄒㄩㄝˊ ㄩㄢˋ,xué yuàn,73,22
學者,4*,B1,教育、學習,ㄒㄩㄝˊ ㄓㄜˇ,xué zhě,101,45
迅速,4*,B1,核心詞,ㄒㄩㄣˋ ㄙㄨˋ,xùn sù,75,39
壓,4*,B1,核心詞,ㄧㄚ,yā,40,53
鴨子/鴨,4*,B1,餐飲、烹飪,ㄧㄚ ˙ㄗ/ㄧㄚ,yā zi/yā,28,27
牙醫,4*,B1,身體、醫療,ㄧㄚˊ ㄧ,yá yī,6,9
煙,4*,B1,核心詞,ㄧㄢ,yān,40,24
演出,4*,B1,休閒、娛樂,ㄧㄢˇ ㄔㄨ,yǎn chū,52,39
眼光,4*,B1,核心詞,ㄧㄢˇ ㄍㄨㄤ,yǎn guāng,50,23
眼前,4*,B1,核心詞,ㄧㄢˇ ㄑㄧㄢˊ,yǎn qián,96,35
陽光,4*,B1,自然環境,ㄧㄤˊ ㄍㄨㄤ,yáng guāng,61,84
羊肉,4*,B1,餐飲、烹飪,ㄧㄤˊㄖㄡˋ,yáng ròu,4,1
陽台/陽臺,4*,B1,日常起居,ㄧㄤˊ ㄊㄞˊ,yáng tái,14,16
腰,4*,B1,身體、醫療,ㄧㄠ,yāo,62,33
搖,4*,B1,餐飲、烹飪,ㄧㄠˊ,yáo,40,20
要不是,4*,B1,核心詞,ㄧㄠˋ ㄅㄨˊ ㄕˋ,yào bú shì,16,7
業務,4*,B1,職業,ㄧㄝˋ ㄨˋ,yè wù,56,11
醫,4*,B1,身體、醫療,ㄧ,yī,13,35
醫學,4*,B1,身體、醫療,ㄧ ㄒㄩㄝˊ,yī xué,76,64
一帶,4*,B1,核心詞,ㄧˊ ㄉㄞˋ,yí dài,48,28
移動,4*,B1,核心詞,ㄧˊ ㄉㄨㄥˋ,yí dòng,63,40
姨媽,4*,B1,個人資料,ㄧˊ ㄇㄚ,yí mā,7,3
一向,4*,B1,核心詞,ㄧˊ ㄒㄧㄤˋ,yí xiàng,67,15
一再,4*,B1,核心詞,ㄧˊ ㄗㄞˋ,yí zài,55,19
一陣子,4*,B1,核心詞,ㄧˊ ㄓㄣˋ ˙ㄗ,yí zhèn zi,31,32
以來,4*,B1,核心詞,ㄧˇ ㄌㄞˊ,yǐ lái,94,112
一般來說,4*,B1,核心詞,ㄧˋ ㄅㄢ ㄌㄞˊ ㄕㄨㄛ,yì bān lái shuō,15,15
一方面,4*,B1,核心詞,ㄧˋ ㄈㄤ ㄇㄧㄢˋ,yì fāng miàn,65,70
一旁,4*,B1,交通、旅遊,ㄧˋ ㄆㄤˊ,yì páng,1,0
一生,4*,B1,核心詞,ㄧˋ ㄕㄥ,yì shēng,103,56
一時,4*,B1,核心詞,ㄧˋ ㄕˊ,yì shí,80,20
一天到晚,4*,B1,核心詞,ㄧˋ ㄊㄧㄢ ㄉㄠˋ ㄨㄢˇ,yì tiān dào wǎn,7,6
因此,4*,B1,核心詞,ㄧㄣ ㄘˇ,yīn cǐ,707,377
因素,4*,B1,核心詞,ㄧㄣ ㄙㄨˋ,yīn sù,129,78
音樂家,4*,B1,休閒、娛樂,ㄧㄣ ㄩㄝˋ ㄐㄧㄚ,yīn yuè jiā,11,6
銀,4*,B1,核心詞,ㄧㄣˊ,yín,36,9
引起,4*,B1,安全,ㄧㄣˇ ㄑㄧˇ,yǐn qǐ,144,92
印象,4*,B1,核心詞,ㄧㄣˋ ㄒㄧㄤˋ,yìn xiàng,94,117
應當,4*,B1,核心詞,ㄧㄥ ㄉㄤ,yīng dāng,26,4
嬰兒,4*,B1,核心詞,ㄧㄥ ㄦˊ,yīng ér,108,40
影像,4*,B1,休閒、娛樂,ㄧㄥˇ ㄒㄧㄤˋ,yǐng xiàng,51,53
影子/影,4*,B1,自然環境,ㄧㄥˇ ˙ㄗ/ㄧㄥˇ,yǐng zi/yǐng,31,13
勇氣,4*,B1,情緒、態度,ㄩㄥˇ ㄑㄧˋ,yǒng qì,58,44
用餐,4*,B1,餐飲、烹飪,ㄩㄥˋ ㄘㄢ,yòng cān,18,18
用具,4*,B1,日常起居,ㄩㄥˋ ㄐㄩˋ,yòng jù,6,3
優點,4*,B1,核心詞,ㄧㄡ ㄉㄧㄢˇ,yōu diǎn,40,26
由,4*,B1,核心詞,ㄧㄡˊ,yóu,694,320
油膩,4*,B1,餐飲、烹飪,ㄧㄡˊ ㄋㄧˋ,yóu nì,4,4
由於,4*,B1,核心詞,ㄧㄡˊ ㄩˊ,yóu yú,304,110
幼兒園,4*,B1,,ㄧㄡˋ ㄦˊ ㄩㄢˊ,yòu ér yuán,5,8
幼稚園,4*,B1,教育、學習,ㄧㄡˋ ㄓˋ ㄩㄢˊ,yòu zhì yuán,20,18
愉快,4*,B1,核心詞,ㄩˊ ㄎㄨㄞˋ,yú kuài,78,23
於是,4*,B1,核心詞,ㄩˊ ㄕˋ,yú shì,484,93
與,4*,B1,核心詞,ㄩˇ,yǔ,3290,1103
預報,4*,B1,交通、旅遊,ㄩˋ ㄅㄠˋ,yù bào,3,16
預期,4*,B1,核心詞,ㄩˋ ㄑㄧˊ,yù qí,47,21
原本,4*,B1,核心詞,ㄩㄢˊ ㄅㄣˇ,yuán běn,137,202
元旦,4*,B1,文化,ㄩㄢˊ ㄉㄢˋ,yuán dàn,5,1
原諒,4*,B1,社交、人際,ㄩㄢˊ ㄌㄧㄤˋ,yuán liàng,31,20
原味,4*,B1,餐飲、烹飪,ㄩㄢˊ ㄨㄟˋ,yuán wèi,4,8
元宵,4*,B1,文化,ㄩㄢˊ ㄒㄧㄠ,yuán xiāo,2,4
圓形,4*,B1,購物、商店,ㄩㄢˊ ㄒㄧㄥˊ,yuán xíng,11,7
原則,4*,B1,教育、學習,ㄩㄢˊ ㄗㄜˊ,yuán zé,117,46
月光,4*,B1,自然環境,ㄩㄝˋ ㄍㄨㄤ,yuè guāng,15,3
樂團,4*,B1,休閒、娛樂,ㄩㄝˋ ㄊㄨㄢˊ,yuè tuán,15,7
在乎,4*,B1,核心詞,ㄗㄞˋ ㄏㄨ,zài hū,51,21
再三,4*,B1,核心詞,ㄗㄞˋ ㄙㄢ,zài sān,18,7
糟,4*,B1,核心詞,ㄗㄠ,zāo,56,20
早晨,4*,B1,核心詞,ㄗㄠˇ ㄔㄣˊ,zǎo chén,39,8
造成,4*,B1,核心詞,ㄗㄠˋ ㄔㄥˊ,zào chéng,273,541
暫時,4*,B1,核心詞,ㄓㄢˋ ㄕˊ,zhàn shí,56,38
章,4*,B1,核心詞,ㄓㄤ,zhāng,205,15
張開,4*,B1,身體、醫療,ㄓㄤ ㄎㄞ,zhāng kāi,28,10
帳單,4*,B1,購物、商店,ㄓㄤˋ ㄉㄢ,zhàng dān,9,2
丈夫,4*,B1,個人資料,ㄓㄤˋ ㄈㄨ,zhàng fū,150,15
帳號,4*,B1,個人資料,ㄓㄤˋㄏㄠˋ,zhàng hào,2,2
招手,4*,B1,核心詞,ㄓㄠ ㄕㄡˇ,zhāo shǒu,7,2
折扣,4*,B1,購物、商店,ㄓㄜˊ ㄎㄡˋ,zhé kòu,5,3
哲學,4*,B1,教育、學習,ㄓㄜˊ ㄒㄩㄝˊ,zhé xué,57,17
真實,4*,B1,情緒、態度,ㄓㄣ ㄕˊ,zhēn shí,123,50
爭,4*,B1,社會,ㄓㄥ,zhēng,48,30
整體,4*,B1,職業,ㄓㄥˇ ㄊㄧˇ,zhěng tǐ,60,27
政策,4*,B1,社會,ㄓㄥˋ ㄘㄜˋ,zhèng cè,96,133
證據,4*,B1,安全,ㄓㄥˋ ㄐㄩˋ,zhèng jù,89,37
直到,4*,B1,核心詞,ㄓˊ ㄉㄠˋ,zhí dào,169,72
止,4*,B1,身體、醫療,ㄓˇ,zhǐ,99,62
指導,4*,B1,教育、學習,ㄓˇ ㄉㄠˇ,zhǐ dǎo,57,39
至多,4*,B1,,ㄓˋ ㄉㄨㄛ,zhì duō,3,0
製造/製,4*,B1,職業,ㄓˋ ㄗㄠˋ/ㄓˋ,zhì zào/zhì,123,150
中年,4*,B1,社會,ㄓㄨㄥ ㄋㄧㄢˊ,zhōng nián,39,26
中2,4*,B1,核心詞,ㄓㄨㄥˋ,zhòng,3605,1443
重大,4*,B1,核心詞,ㄓㄨㄥˋ ㄉㄚˋ,zhòng dà,78,50
週年/周年,4*,B1,核心詞,ㄓㄡ ㄋㄧㄢˊ,zhōu nián,10,23
周圍,4*,B1,核心詞,ㄓㄡ ㄨㄟˊ,zhōu wéi,56,28
主動,4*,B1,核心詞,ㄓㄨˇ ㄉㄨㄥˋ,zhǔ dòng,74,55
主管,4*,B1,職業,ㄓㄨˇ ㄍㄨㄢˇ,zhǔ guǎn,108,13
主意,4*,B1,核心詞,ㄓㄨˇ ㄧˋ,zhǔ yì,51,9
住戶,4*,B1,日常起居,ㄓㄨˋ ㄏㄨˋ,zhù hù,7,7
住院,4*,B1,身體、醫療,ㄓㄨˋ ㄩㄢˋ,zhù yuàn,19,30
專門,4*,B1,核心詞,ㄓㄨㄢ ㄇㄣˊ,zhuān mén,57,56
追求,4*,B1,核心詞,ㄓㄨㄟ ㄑㄧㄡˊ,zhuī qiú,111,54
準,4*,B1,核心詞,ㄓㄨㄣˇ,zhǔn,31,18
資本,4*,B1,社會,ㄗ ㄅㄣˇ,zī běn,33,7
紫,4*,B1,核心詞,ㄗˇ,zǐ,15,16
仔細,4*,B1,核心詞,ㄗˇ ㄒㄧˋ,zǐ xì,112,61
自從,4*,B1,核心詞,ㄗˋ ㄘㄨㄥˊ,zì cóng,55,63
自來水,4*,B1,日常起居,ㄗˋ ㄌㄞˊ ㄕㄨㄟˇ,zì lái shuǐ,5,25
字幕,4*,B1,休閒、娛樂,ㄗˋ ㄇㄨˋ,zì mù,2,1
自殺,4*,B1,安全,ㄗˋ ㄕㄚ,zì shā,70,13
自在,4*,B1,核心詞,ㄗˋ ㄗㄞˋ,zì zài,57,22
自助,4*,B1,核心詞,ㄗˋ ㄓㄨˋ,zì zhù,7,6
總統府,4*,B1,社會,ㄗㄨㄥˇ ㄊㄨㄥˇ ㄈㄨˇ,zǒng tǒng fǔ,7,4
組,4*,B1,核心詞,ㄗㄨˇ,zǔ,91,85
組合,4*,B1,職業,ㄗㄨˇ ㄏㄜˊ,zǔ hé,63,25
最初,4*,B1,核心詞,ㄗㄨㄟˋ ㄔㄨ,zuì chū,48,16
軍,5,B2,核心詞,ㄐㄩㄣ,jūn,64,56
哎,5,B2,核心詞,ㄞ,āi,10,10
挨打,5,B2,核心詞,ㄞ ㄉㄚˇ,āi dǎ,7,0
挨餓,5,B2,核心詞,ㄞ ㄜˋ,āi è,6,6
挨罵,5,B2,核心詞,ㄞ ㄇㄚˋ,āi mà,4,2
癌症/癌,5,B2,身體、醫療,ㄞˊ ㄓㄥˋ / ㄞˊ,ái zhèng / ái,66,91
矮小,5,B2,身體、醫療,ㄞˇ ㄒㄧㄠˇ,ǎi xiǎo,8,0
愛護,5,B2,核心詞,ㄞˋ ㄏㄨˋ,ài hù,10,31
愛惜,5,B2,核心詞,ㄞˋ ㄒㄧˊ,ài xí,5,12
安定,5,B2,社會,ㄢ ㄉㄧㄥˋ,ān dìng,31,26
安全帶,5,B2,,ㄢ ㄑㄩㄢˊ ㄉㄞˋ,ān quán dài,5,1
安慰,5,B2,核心詞,ㄢ ㄨㄟˋ,ān wèi,52,27
安心,5,B2,核心詞,ㄢ ㄒㄧㄣ,ān xīn,24,50
案件,5,B2,安全,ㄢˋ ㄐㄧㄢˋ,àn jiàn,23,11
案例,5,B2,核心詞,ㄢˋ ㄌㄧˋ,àn lì,48,22
按摩,5,B2,身體、醫療,ㄢˋ ㄇㄛˊ,àn mó,26,16
按時,5,B2,核心詞,ㄢˋ ㄕˊ,àn shí,7,3
暗示,5,B2,安全,ㄢˋ ㄕˋ,àn shì,38,7
暗中,5,B2,安全,ㄢˋ ㄓㄨㄥ,àn zhōng,21,2
昂貴,5,B2,日常起居,ㄤˊ ㄍㄨㄟˋ,áng guì,20,15
八成,5,B2,核心詞,ㄅㄚ ㄔㄥˊ,bā chéng,9,12
拔,5,B2,核心詞,ㄅㄚˊ,bá,15,76
把握,5,B2,核心詞,ㄅㄚˇ ㄨㄛˋ,bǎ wò,40,40
罷工,5,B2,社會,ㄅㄚˋ ㄍㄨㄥ,bà gōng,8,12
罷了,5,B2,核心詞,ㄅㄚˋ ˙ㄌㄜ,bà le,37,1
罷免,5,B2,社會,ㄅㄚˋ ㄇㄧㄢˇ,bà miǎn,2,1
白日夢,5,B2,日常起居,ㄅㄞˊ ㄖˋ ㄇㄥˋ,bái rì mèng,6,3
擺脫,5,B2,安全,ㄅㄞˇ ㄊㄨㄛ,bǎi tuō,32,19
拜,5,B2,個人資料,ㄅㄞˋ,bài,35,25
拜託,5,B2,核心詞,ㄅㄞˋ ㄊㄨㄛ,bài tuō,26,50
班級,5,B2,教育、學習,ㄅㄢ ㄐㄧˊ,bān jí,11,11
搬運,5,B2,核心詞,ㄅㄢ ㄩㄣˋ,bān yùn,7,12
版,5,B2,核心詞,ㄅㄢˇ,bǎn,20,7
版本,5,B2,休閒、娛樂,ㄅㄢˇ ㄅㄣˇ,bǎn běn,27,8
拌,5,B2,餐飲、烹飪,ㄅㄢˋ,bàn,7,14
辦公,5,B2,職業,ㄅㄢˋ ㄍㄨㄥ,bàn gōng,11,5
辦理,5,B2,核心詞,ㄅㄢˋ ㄌㄧˇ,bàn lǐ,19,4
半路,5,B2,核心詞,ㄅㄢˋ ㄌㄨˋ,bàn lù,8,3
伴侶,5,B2,社交、人際,ㄅㄢˋ ㄌㄩˇ,bàn lǚ,21,3
伴手禮,5,B2,,ㄅㄢˋ ㄕㄡˇ ㄌㄧˇ,bàn shǒu lǐ,1,1
伴隨,5,B2,身體、醫療,ㄅㄢˋ ㄙㄨㄟˊ,bàn suí,23,15
半途,5,B2,交通、旅遊,ㄅㄢˋ ㄊㄨˊ,bàn tú,4,3
幫手,5,B2,核心詞,ㄅㄤ ㄕㄡˇ,bāng shǒu,6,12
傍晚,5,B2,核心詞,ㄅㄤ ㄨㄢˇ,bāng wǎn,29,14
綁,5,B2,核心詞,ㄅㄤˇ,bǎng,30,29
包圍,5,B2,安全,ㄅㄠ ㄨㄟˊ,bāo wéi,29,13
包裝,5,B2,購物、商店,ㄅㄠ ㄓㄨㄤ,bāo zhuāng,21,57
寶貝,5,B2,核心詞,ㄅㄠˇ ㄅㄟˋ,bǎo bèi,33,27
保存,5,B2,交通、旅遊,ㄅㄠˇ ㄘㄨㄣˊ,bǎo cún,35,74
保管,5,B2,交通、旅遊,ㄅㄠˇ ㄍㄨㄢˇ,bǎo guǎn,7,3
寶貴,5,B2,核心詞,ㄅㄠˇ ㄍㄨㄟˋ,bǎo guì,24,19
保留,5,B2,核心詞,ㄅㄠˇ ㄌㄧㄡˊ,bǎo liú,42,47
保守,5,B2,教育、學習,ㄅㄠˇ ㄕㄡˇ,bǎo shǒu,25,18
保險,5,B2,核心詞,ㄅㄠˇ ㄒㄧㄢˇ,bǎo xiǎn,27,15
保障,5,B2,社會,ㄅㄠˇ ㄓㄤˋ,bǎo zhàng,21,34
保重,5,B2,社交、人際,ㄅㄠˇ ㄓㄨㄥˋ,bǎo zhòng,4,3
報案,5,B2,安全,ㄅㄠˋ ㄢˋ,bào àn,4,2
報導,5,B2,休閒、娛樂,ㄅㄠˋ ㄉㄠˇ,bào dǎo,74,99
報到,5,B2,教育、學習,ㄅㄠˋ ㄉㄠˋ,bào dào,9,7
爆發,5,B2,安全,ㄅㄠˋ ㄈㄚ,bào fā,43,59
報復,5,B2,安全,ㄅㄠˋ ㄈㄨˋ,bào fù,21,7
報警,5,B2,安全,ㄅㄠˋ ㄐㄧㄥˇ,bào jǐng,6,2
報刊,5,B2,休閒、娛樂,ㄅㄠˋ ㄎㄢ,bào kān,5,1
暴力,5,B2,安全,ㄅㄠˋ ㄌㄧˋ,bào lì,59,44
爆炸,5,B2,安全,ㄅㄠˋ ㄓㄚˋ,bào zhà,21,49
盃,5,B2,,ㄅㄟ,bēi,1,0
悲哀,5,B2,情緒、態度,ㄅㄟ ㄞ,bēi āi,20,2
悲慘,5,B2,核心詞,ㄅㄟ ㄘㄢˇ,bēi cǎn,21,5
悲觀,5,B2,核心詞,ㄅㄟ ㄍㄨㄢ,bēi guān,32,7
悲劇,5,B2,休閒、娛樂,ㄅㄟ ㄐㄩˋ,bēi jù,38,15
悲傷,5,B2,情緒、態度,ㄅㄟ ㄕㄤ,bēi shāng,38,25
北極,5,B2,自然環境,ㄅㄟˇ ㄐㄧˊ,běi jí,5,55
輩,5,B2,文化,ㄅㄟˋ,bèi,18,10
被動,5,B2,核心詞,ㄅㄟˋ ㄉㄨㄥˋ,bèi dòng,20,5
背叛,5,B2,情緒、態度,ㄅㄟˋ ㄆㄢˋ,bèi pàn,19,4
背影,5,B2,核心詞,ㄅㄟˋ ㄧㄥˇ,bèi yǐng,9,5
輩子,5,B2,核心詞,ㄅㄟˋ ˙ㄗ,bèi zi,68,84
本領,5,B2,核心詞,ㄅㄣˇ ㄌㄧㄥˇ,běn lǐng,20,2
本能,5,B2,核心詞,ㄅㄣˇ ㄋㄥˊ,běn néng,32,4
本錢,5,B2,核心詞,ㄅㄣˇ ㄑㄧㄢˊ,běn qián,6,5
本身,5,B2,核心詞,ㄅㄣˇ ㄕㄣ,běn shēn,151,210
本事,5,B2,核心詞,ㄅㄣˇ ㄕˋ / ㄅㄣˇ ˙ㄕ,běn shì / běn shi,24,4
本土,5,B2,核心詞,ㄅㄣˇ ㄊㄨˇ,běn tǔ,19,21
本性,5,B2,個人資料,ㄅㄣˇ ㄒㄧㄥˋ,běn xìng,19,9
笨重,5,B2,核心詞,ㄅㄣˋ ㄓㄨㄥˋ,bèn zhòng,4,1
逼,5,B2,核心詞,ㄅㄧ,bī,51,15
鼻孔,5,B2,身體、醫療,ㄅㄧˊ ㄎㄨㄥˇ,bí kǒng,8,3
彼此,5,B2,社交、人際,ㄅㄧˇ ㄘˇ,bǐ cǐ,159,74
比例,5,B2,交通、旅遊,ㄅㄧˇ ㄌㄧˋ,bǐ lì,58,73
比率,5,B2,交通、旅遊,ㄅㄧˇ ㄌㄩˋ,bǐ lǜ,10,7
比喻,5,B2,教育、學習,ㄅㄧˇ ㄩˋ,bǐ yù,17,9
閉,5,B2,核心詞,ㄅㄧˋ,bì,19,6
必備,5,B2,核心詞,ㄅㄧˋ ㄅㄟˋ,bì bèi,8,8
必定,5,B2,核心詞,ㄅㄧˋ ㄉㄧㄥˋ,bì dìng,46,7
避風港,5,B2,核心詞,ㄅㄧˋ ㄈㄥ ㄍㄤˇ,bì fēng gǎng,3,0
畢竟,5,B2,核心詞,ㄅㄧˋ ㄐㄧㄥˋ,bì jìng,82,56
避開,5,B2,安全,ㄅㄧˋ ㄎㄞ,bì kāi,24,10
必然,5,B2,核心詞,ㄅㄧˋ ㄖㄢˊ,bì rán,65,10
閉嘴,5,B2,核心詞,ㄅㄧˋ ㄗㄨㄟˇ,bì zuǐ,7,1
編輯,5,B2,教育、學習,ㄅㄧㄢ ㄐㄧˊ,biān jí,39,17
編劇,5,B2,休閒、娛樂,ㄅㄧㄢ ㄐㄩˋ,biān jù,24,2
扁,5,B2,餐飲、烹飪,ㄅㄧㄢˇ,biǎn,9,7
變動,5,B2,核心詞,ㄅㄧㄢˋ ㄉㄨㄥˋ,biàn dòng,22,13
辨識,5,B2,核心詞,ㄅㄧㄢˋ ㄕˋ,biàn shì,19,15
標籤,5,B2,購物、商店,ㄅㄧㄠ ㄑㄧㄢ,biāo qiān,20,13
標題,5,B2,教育、學習,ㄅㄧㄠ ㄊㄧˊ,biāo tí,20,7
表決,5,B2,社會,ㄅㄧㄠˇ ㄐㄩㄝˊ,biǎo jué,3,9
表明,5,B2,教育、學習,ㄅㄧㄠˇ ㄇㄧㄥˊ,biǎo míng,27,4
賓客,5,B2,社交、人際,ㄅㄧㄣ ㄎㄜˋ,bīn kè,13,5
兵,5,B2,安全,ㄅㄧㄥ,bīng,77,19
冰冷,5,B2,核心詞,ㄅㄧㄥ ㄌㄥˇ,bīng lěng,16,8
病床,5,B2,身體、醫療,ㄅㄧㄥˋ ㄔㄨㄤˊ,bìng chuáng,7,7
病毒,5,B2,身體、醫療,ㄅㄧㄥˋ ㄉㄨˊ,bìng dú,30,101
病痛,5,B2,身體、醫療,ㄅㄧㄥˋ ㄊㄨㄥˋ,bìng tòng,11,15
撥,5,B2,核心詞,ㄅㄛ,bō,19,13
波,5,B2,自然環境,ㄅㄛ,bō,43,64
薄,5,B2,核心詞,ㄅㄛˊ,bó,27,26
播放,5,B2,,ㄅㄛˋ ㄈㄤˋ,bò fàng,16,9
不便,5,B2,核心詞,ㄅㄨˊ ㄅㄧㄢˋ,bú biàn,18,13
不顧,5,B2,情緒、態度,ㄅㄨˊ ㄍㄨˋ,bú gù,27,9
不利,5,B2,核心詞,ㄅㄨˊ ㄌㄧˋ,bú lì,34,8
不料,5,B2,核心詞,ㄅㄨˊ ㄌㄧㄠˋ,bú liào,22,4
補充,5,B2,身體、醫療,ㄅㄨˇ ㄔㄨㄥ,bǔ chōng,43,36
補課,5,B2,教育、學習,ㄅㄨˇ ㄎㄜˋ,bǔ kè,1,1
補習,5,B2,教育、學習,ㄅㄨˇ ㄒㄧˊ,bǔ xí,6,18
步道,5,B2,交通、旅遊,ㄅㄨˋ ㄉㄠˋ,bù dào,18,28
不得已,5,B2,情緒、態度,ㄅㄨˋ ㄉㄜˊ ㄧˇ,bù dé yǐ,14,8
不妨,5,B2,核心詞,ㄅㄨˋ ㄈㄤˊ,bù fáng,38,7
不敢當,5,B2,社交、人際,ㄅㄨˋ ㄍㄢˇ ㄉㄤ,bù gǎn dāng,1,2
不可思議,5,B2,情緒、態度,ㄅㄨˋ ㄎㄜˇ ㄙ ㄧˋ,bù kě sī yì,31,22
不滿,5,B2,情緒、態度,ㄅㄨˋ ㄇㄢˇ,bù mǎn,46,11
不明,5,B2,核心詞,ㄅㄨˋ ㄇㄧㄥˊ,bù míng,23,9
不然,5,B2,核心詞,ㄅㄨˋ ㄖㄢˊ,bù rán,52,164
部屬,5,B2,職業,ㄅㄨˋ ㄕㄨˇ,bù shǔ,46,2
部位,5,B2,身體、醫療,ㄅㄨˋ ㄨㄟˋ,bù wèi,41,12
不知不覺,5,B2,核心詞,ㄅㄨˋ ㄓ ㄅㄨˋ ㄐㄩㄝˊ,bù zhī bù jué,23,10
不止,5,B2,核心詞,ㄅㄨˋ ㄓˇ,bù zhǐ,16,9
布置/佈置,5,B2,日常起居,ㄅㄨˋ ㄓˋ,bù zhì,14,17
步驟,5,B2,教育、學習,ㄅㄨˋ ㄗㄡˋ,bù zòu,47,31
猜測,5,B2,核心詞,ㄘㄞ ㄘㄜˋ,cāi cè,20,5
猜想,5,B2,核心詞,ㄘㄞ ㄒㄧㄤˇ,cāi xiǎng,27,3
財產,5,B2,社會,ㄘㄞˊ ㄔㄢˇ,cái chǎn,36,17
財富,5,B2,社會,ㄘㄞˊ ㄈㄨˋ,cái fù,43,13
才華,5,B2,個人資料,ㄘㄞˊ ㄏㄨㄚˊ,cái huá,22,4
才能,5,B2,核心詞,ㄘㄞˊ ㄋㄥˊ,cái néng,16,1
裁判,5,B2,休閒、娛樂,ㄘㄞˊ ㄆㄢˋ,cái pàn,7,2
財務,5,B2,職業,ㄘㄞˊ ㄨˋ,cái wù,32,10
材質,5,B2,購物、商店,ㄘㄞˊ ㄓˊ,cái zhí,10,49
踩,5,B2,核心詞,ㄘㄞˇ,cǎi,27,36
採訪,5,B2,休閒、娛樂,ㄘㄞˇ ㄈㄤˇ,cǎi fǎng,21,74
採購,5,B2,購物、商店,ㄘㄞˇ ㄍㄡˋ,cǎi gòu,19,8
採取,5,B2,核心詞,ㄘㄞˇ ㄑㄩˇ,cǎi qǔ,118,46
彩色,5,B2,核心詞,ㄘㄞˇ ㄙㄜˋ,cǎi sè,15,21
菜色,5,B2,餐飲、烹飪,ㄘㄞˋ ㄙㄜˋ,cài sè,7,8
餐具,5,B2,餐飲、烹飪,ㄘㄢ ㄐㄩˋ,cān jù,6,13
參與,5,B2,核心詞,ㄘㄢ ㄩˋ,cān yù,151,127
殘酷,5,B2,安全,ㄘㄢˊ ㄎㄨˋ,cán kù,25,9
殘忍,5,B2,安全,ㄘㄢˊ ㄖㄣˇ,cán rěn,17,8
慘,5,B2,核心詞,ㄘㄢˇ,cǎn,22,33
慘重,5,B2,核心詞,ㄘㄢˇ ㄓㄨㄥˋ,cǎn zhòng,7,21
蒼白,5,B2,身體、醫療,ㄘㄤ ㄅㄞˊ,cāng bái,20,1
倉庫,5,B2,日常起居,ㄘㄤ ㄎㄨˋ,cāng kù,15,13
操作,5,B2,核心詞,ㄘㄠ ㄗㄨㄛˋ,cāo zuò,51,37
草原,5,B2,交通、旅遊,ㄘㄠˇ ㄩㄢˊ,cǎo yuán,23,14
冊,5,B2,核心詞,ㄘㄜˋ,cè,47,8
